X,Y,SUBTYPE
-111.9430415,40.7883607,CHRISTIAN
-111.871545,40.7895025,CHRISTIAN
-111.8242288,40.6366756,CHRISTIAN
-111.8054239,40.6927359,CHRISTIAN
-111.7851559,40.6803371,CHRISTIAN
-111.8690418,40.77118,CHRISTIAN
-111.8422094,40.6299299,CHRISTIAN
-111.8752152,40.6723063,CHRISTIAN
-111.8365449,40.771591,CHRISTIAN
-111.8429314,40.5735656,CHRISTIAN
-111.8858465,40.5582433,CHRISTIAN
-111.9225484,40.7169905,MUSLIM
-111.8097618,40.609873,CHRISTIAN
-111.9763111,40.6932282,CHRISTIAN
-111.9705021,40.6890791,BUDDHIST
-111.9668007,40.6701011,CHRISTIAN
-112.00374,40.6816065,CHRISTIAN
-111.8889159,40.5946938,CHRISTIAN
-111.8824164,40.6061906,BUDDHIST
-112.0479369,40.6143019,CHRISTIAN
-111.8278275,40.62579,CHRISTIAN
-111.8690416,40.7711807,CHRISTIAN
-111.8278262,40.6257889,CHRISTIAN
-111.8632527,40.650875,CHRISTIAN
-111.8639513,40.6882773,CHRISTIAN
-111.8278259,40.6257899,CHRISTIAN
-111.7992518,40.6208111,CHRISTIAN
-111.8639494,40.6882768,CHRISTIAN
-111.8103007,40.604212,CHRISTIAN
-112.0479349,40.614296,CHRISTIAN
-112.0479308,40.6142973,CHRISTIAN
-111.8103014,40.604216,CHRISTIAN
-111.8617575,40.7456705,CHRISTIAN
-111.9469698,40.7776923,CHRISTIAN
-111.8906533,40.7785852,CHRISTIAN
-111.8743071,40.7034875,CHRISTIAN
-111.8743078,40.703488,CHRISTIAN
-111.9261621,40.7938827,CHRISTIAN
-111.9495281,40.662412,CHRISTIAN
-111.9851301,40.6998023,CHRISTIAN
-112.0121154,40.6848417,CHRISTIAN
-111.5675821,40.7483822,BUDDHIST
-111.8476772,40.6399162,CHRISTIAN
-111.8775037,40.7248477,CHRISTIAN
-111.8245358,40.7275417,CHRISTIAN
-111.8217652,40.7412448,CHRISTIAN
-111.8054282,40.6927364,CHRISTIAN
-111.8510216,40.6730397,CHRISTIAN
-111.8801323,40.6797568,CHRISTIAN
-111.8477087,40.7120672,CHRISTIAN
-111.8831137,40.7297853,CHRISTIAN
-111.8519443,40.6850874,CHRISTIAN
-111.8061591,40.7059362,CHRISTIAN
-111.9276616,40.7391939,CHRISTIAN
-111.8504395,40.7757207,CHRISTIAN
-111.8095957,40.7046871,CHRISTIAN
-111.8434588,40.6620705,CHRISTIAN
-111.8194244,40.6287669,CHRISTIAN
-111.819085,40.6898392,CHRISTIAN
-111.8318371,40.7286172,CHRISTIAN
-111.8577605,40.6401217,CHRISTIAN
-111.8762691,40.734461,CHRISTIAN
-111.9465368,40.8012867,CHRISTIAN
-111.815436,40.7215007,CHRISTIAN
-111.8393126,40.7597173,CHRISTIAN
-111.8382167,40.7513413,CHRISTIAN
-111.838216,40.7513434,CHRISTIAN
-111.8393138,40.7597168,CHRISTIAN
-111.8393144,40.7597182,CHRISTIAN
-111.8393131,40.7597181,CHRISTIAN
-111.8393145,40.7597177,CHRISTIAN
-111.8382185,40.7513407,CHRISTIAN
-111.856406,40.6728602,CHRISTIAN
-111.6943484,40.3073046,CHRISTIAN
-111.6419081,40.1198216,CHRISTIAN
-111.6382337,40.249576,BUDDHIST
-111.896486,40.7075813,CHRISTIAN
-111.8266399,40.622781,CHRISTIAN
-111.8266395,40.6227808,CHRISTIAN
-111.8321698,40.6566923,CHRISTIAN
-112.2831688,40.5375129,CHRISTIAN
-111.9240207,40.7580592,CHRISTIAN
-111.9261605,40.7938827,CHRISTIAN
-121.3323059,44.0460262,BUDDHIST
-120.6595541,35.2792351,CHRISTIAN
-119.0510093,35.3315488,CHRISTIAN
-111.9261621,40.7938827,CHRISTIAN
-111.7407652,40.397447,BUDDHIST
-119.0790015,35.3142333,JUDAIC
-116.3754437,43.6614255,CHRISTIAN
-116.968993,44.0311248,CHRISTIAN
-121.2988194,44.0712697,CHRISTIAN
-119.7552397,36.7875441,CHRISTIAN
-120.7945021,38.728572,CHRISTIAN
-111.652169,40.293686,CHRISTIAN
-111.8843795,40.7566089,CHRISTIAN
-111.6521599,40.2936861,CHRISTIAN
-111.6521585,40.2936861,CHRISTIAN
-111.8809354,40.7699833,CHRISTIAN
-112.032376,43.4900552,CHRISTIAN
-111.8815821,40.7696337,CHRISTIAN
-111.8430107,40.6247661,CHRISTIAN
-112.4853852,42.9206792,CHRISTIAN
-114.0340403,35.2536389,JUDAIC
-112.4313227,42.8762507,JUDAIC
-119.3365719,36.320767,JUDAIC
-111.6824881,35.1835511,JUDAIC
-112.4426033,42.8637869,MUSLIM
-118.2735278,33.9479746,CHRISTIAN
-118.0029665,33.8609833,CHRISTIAN
-117.9105697,33.6513867,CHRISTIAN
-117.0446871,32.7414611,MUSLIM
-118.3712555,33.863629,CHRISTIAN
-118.3034491,33.9956649,CHRISTIAN
-119.2484486,34.2770203,CHRISTIAN
-118.2254633,33.966035,CHRISTIAN
-118.1365279,33.9343789,CHRISTIAN
-118.3437608,34.0552049,CHRISTIAN
-116.7754273,32.8378635,CHRISTIAN
-117.2640211,33.6179741,CHRISTIAN
-118.4688903,34.128464,JUDAIC
-117.4367158,34.1216419,CHRISTIAN
-118.850338,34.1822192,CHRISTIAN
-117.5890057,33.8581715,CHRISTIAN
-118.1927684,34.2006722,CHRISTIAN
-116.9523344,32.7873498,CHRISTIAN
-118.318263,34.1922922,JUDAIC
-116.5507161,33.8305748,JUDAIC
-118.35716,34.0833842,JUDAIC
-118.5351311,34.0491679,JUDAIC
-118.1329491,34.0198721,JUDAIC
-118.3663944,34.0947132,JUDAIC
-117.1195494,33.5015407,JUDAIC
-118.4780649,33.9979155,JUDAIC
-117.3244026,34.1281744,MUSLIM
-118.1230238,34.6563418,MUSLIM
-117.9039701,33.7509264,MUSLIM
-117.8977651,33.7755326,CHRISTIAN
-118.1889746,33.8332373,BUDDHIST
-117.7470925,33.8801584,CHRISTIAN
-117.1145967,33.4784885,CHRISTIAN
-117.892635,34.1408524,BUDDHIST
-117.8420844,33.6489253,CHRISTIAN
-117.234523,33.0753121,CHRISTIAN
-118.1585904,33.7751173,CHRISTIAN
-118.1470147,34.063879,CHRISTIAN
-117.8278998,34.638013,CHRISTIAN
-117.5730935,33.8774384,CHRISTIAN
-118.2405046,33.9477809,CHRISTIAN
-118.2489777,34.0666009,CHRISTIAN
-118.2693049,33.9391831,CHRISTIAN
-117.4378854,33.9223312,CHRISTIAN
-118.1482426,33.9273534,CHRISTIAN
-117.7255392,33.5527593,CHRISTIAN
-117.6763272,33.4653782,CHRISTIAN
-118.0402331,33.8097663,CHRISTIAN
-117.8889496,33.8896713,CHRISTIAN
-117.8988203,33.7874333,CHRISTIAN
-117.2252962,33.9238791,CHRISTIAN
-118.0030596,33.6720125,CHRISTIAN
-117.5105993,33.8077021,CHRISTIAN
-118.4416671,34.0590231,BUDDHIST
-118.2561087,33.971755,CHRISTIAN
-119.3067452,34.6973658,BUDDHIST
-118.0326275,34.0806253,CHRISTIAN
-118.2521879,33.9818372,CHRISTIAN
-119.7045007,34.4251352,CHRISTIAN
-119.719924,34.4014689,CHRISTIAN
-119.7132776,34.4385742,CHRISTIAN
-119.6973735,34.4273621,CHRISTIAN
-120.414821,34.864638,CHRISTIAN
-119.6834213,34.4227462,CHRISTIAN
-119.7321043,34.4441841,CHRISTIAN
-117.4014116,33.9310909,CHRISTIAN
-117.3652706,33.9766901,CHRISTIAN
-117.3832283,33.9341103,CHRISTIAN
-117.3735205,33.9759249,CHRISTIAN
-117.3142663,33.9761115,CHRISTIAN
-117.4780217,33.9252861,CHRISTIAN
-117.4355637,33.9463828,CHRISTIAN
-117.3344749,33.9788922,MUSLIM
-117.449493,33.925417,CHRISTIAN
-117.1382168,33.4812378,CHRISTIAN
-117.1711282,33.5123198,MUSLIM
-117.2749551,33.619081,BUDDHIST
-116.9410025,32.7908387,CHRISTIAN
-117.0811279,33.1067785,CHRISTIAN
-117.0748705,33.1408106,CHRISTIAN
-117.4181599,33.9529525,CHRISTIAN
-117.3962031,33.9457422,CHRISTIAN
-117.4716023,33.991378,BUDDHIST
-117.4035631,34.0020281,CHRISTIAN
-117.0339722,32.7529129,CHRISTIAN
-117.019686,32.7445518,CHRISTIAN
-117.2716978,33.2151043,CHRISTIAN
-117.5019489,34.0143721,CHRISTIAN
-117.3230381,34.0182688,CHRISTIAN
-117.1004476,32.6789381,CHRISTIAN
-117.0204993,32.9558843,CHRISTIAN
-117.216875,34.5244491,CHRISTIAN
-117.6525124,33.9985354,CHRISTIAN
-117.4252902,34.0035313,CHRISTIAN
-117.3682562,33.9716393,CHRISTIAN
-117.0233628,34.87869,CHRISTIAN
-116.989252,34.8846132,CHRISTIAN
-116.9348177,32.8092814,CHRISTIAN
-117.6832829,34.020601,CHRISTIAN
-117.2891833,34.1261777,CHRISTIAN
-117.6953395,34.013959,CHRISTIAN
-116.845438,34.2606155,CHRISTIAN
-117.4361952,34.1135561,CHRISTIAN
-117.2298481,33.3578962,CHRISTIAN
-117.2284413,33.3741517,CHRISTIAN
-117.2286928,33.3701187,CHRISTIAN
-117.1165277,33.5413124,CHRISTIAN
-117.0642357,32.5960244,CHRISTIAN
-117.0708428,32.6077277,CHRISTIAN
-117.3351279,33.1541693,CHRISTIAN
-117.0888422,32.6422178,CHRISTIAN
-116.9724145,32.7895144,CHRISTIAN
-117.1523278,32.7106925,CHRISTIAN
-117.275834,32.83618,CHRISTIAN
-117.197652,33.0236691,CHRISTIAN
-116.9524937,32.7844721,CHRISTIAN
-117.3931363,34.072489,CHRISTIAN
-117.3171256,34.1087207,CHRISTIAN
-117.403842,34.2283052,CHRISTIAN
-118.2403003,34.049201,BUDDHIST
-117.8401178,33.7026577,HINDU
-117.7806018,33.5399298,HINDU
-117.9036446,33.7490688,CHRISTIAN
-117.8065688,33.7210882,CHRISTIAN
-118.2545235,33.941188,CHRISTIAN
-118.2868656,33.99206,CHRISTIAN
-118.1487857,34.1747587,CHRISTIAN
-117.0395233,32.7365247,CHRISTIAN
-116.6499369,33.7035662,BUDDHIST
-117.1911045,33.9186656,BUDDHIST
-117.4423479,33.9223231,HINDU
-117.2964708,34.4802986,CHRISTIAN
-117.0299325,33.1600429,CHRISTIAN
-117.8152405,33.8866712,CHRISTIAN
-117.8351596,33.7541104,CHRISTIAN
-117.8537108,33.6686584,CHRISTIAN
-118.3659833,34.1499229,CHRISTIAN
-118.2528902,34.1411196,CHRISTIAN
-117.7102337,33.9871825,CHRISTIAN
-117.5128635,34.1149286,CHRISTIAN
-117.0259231,32.6625798,CHRISTIAN
-117.8399226,33.659058,CHRISTIAN
-117.1506206,33.6423206,CHRISTIAN
-116.9524053,32.7416707,CHRISTIAN
-116.9028678,32.7989447,CHRISTIAN
-116.527642,33.8127482,CHRISTIAN
-117.1273154,32.9162682,CHRISTIAN
-117.0660824,32.7055027,CHRISTIAN
-117.1465627,32.7599054,BUDDHIST
-117.1951088,32.7532862,CHRISTIAN
-117.2613588,34.5412871,CHRISTIAN
-117.0441186,32.7758325,CHRISTIAN
-117.0174666,32.7743086,CHRISTIAN
-117.2731121,32.8439011,CHRISTIAN
-117.4256763,33.9339543,CHRISTIAN
-117.1428278,32.7124771,CHRISTIAN
-117.1254671,32.7030389,CHRISTIAN
-117.1241717,32.7476503,CHRISTIAN
-117.1665327,32.7934763,CHRISTIAN
-117.2446185,32.7477912,CHRISTIAN
-117.1361688,32.7009418,CHRISTIAN
-117.066304,32.7637956,CHRISTIAN
-117.2134305,32.8771437,CHRISTIAN
-117.0741068,32.9485521,CHRISTIAN
-117.0660232,32.7518911,CHRISTIAN
-117.0769142,32.7343762,CHRISTIAN
-117.3289226,33.192033,CHRISTIAN
-117.0778999,32.6740233,CHRISTIAN
-117.1592491,32.7450067,CHRISTIAN
-117.043963,32.7109872,CHRISTIAN
-117.0024971,32.8596703,CHRISTIAN
-117.0110445,32.7369839,CHRISTIAN
-117.0998153,32.6775259,CHRISTIAN
-117.2324743,33.2102587,CHRISTIAN
-117.2342699,33.2203238,CHRISTIAN
-117.0922375,32.6624443,CHRISTIAN
-117.0251648,32.719,CHRISTIAN
-116.505414,33.962614,CHRISTIAN
-117.0863763,32.726873,CHRISTIAN
-117.1318942,32.7029777,CHRISTIAN
-117.1275543,32.7081736,CHRISTIAN
-117.1010883,32.7515676,CHRISTIAN
-116.9519328,33.9370544,CHRISTIAN
-118.2631544,33.9671767,CHRISTIAN
-119.1874677,34.2009837,BUDDHIST
-118.247792,33.9350302,CHRISTIAN
-117.1769481,33.5101765,CHRISTIAN
-117.4867329,34.0212679,BUDDHIST
-118.32194,33.9290759,CHRISTIAN
-118.191899,33.8544985,CHRISTIAN
-118.1104563,33.8029137,CHRISTIAN
-118.1528731,33.7615541,BUDDHIST
-118.1760442,33.7953959,MUSLIM
-118.2755573,34.0274695,CHRISTIAN
-117.8874096,34.0881787,CHRISTIAN
-117.6306676,34.2654557,BUDDHIST
-118.3676052,34.1742285,CHRISTIAN
-117.1469813,32.9063234,CHRISTIAN
-117.0844625,32.8290999,CHRISTIAN
-117.0741918,32.7587908,CHRISTIAN
-116.9938465,32.750011,CHRISTIAN
-119.2343311,34.4551402,CHRISTIAN
-118.998677,34.2561281,CHRISTIAN
-118.8935615,34.1895098,HINDU
-119.2519123,34.2759609,CHRISTIAN
-118.2735813,34.0492063,CHRISTIAN
-118.1657258,34.0174972,CHRISTIAN
-117.7999907,34.586978,CHRISTIAN
-118.3061187,34.1847225,CHRISTIAN
-118.275904,34.0324641,CHRISTIAN
-118.2699204,33.9508737,CHRISTIAN
-118.3070364,34.0688067,CHRISTIAN
-117.1302011,32.703489,CHRISTIAN
-118.3365956,34.2103253,CHRISTIAN
-118.4357321,34.2287628,CHRISTIAN
-118.3000598,34.055075,BUDDHIST
-118.2114043,34.045549,CHRISTIAN
-118.2030768,34.023917,CHRISTIAN
-118.2971743,34.0474563,CHRISTIAN
-118.2940531,34.053475,CHRISTIAN
-118.4383905,34.0699041,CHRISTIAN
-118.2991582,34.0539333,CHRISTIAN
-118.1904373,34.0640199,BUDDHIST
-118.1736742,34.0145011,CHRISTIAN
-118.3086295,33.9788032,CHRISTIAN
-118.2589135,34.0026368,CHRISTIAN
-118.2821214,34.0623905,CHRISTIAN
-118.2146139,34.041616,CHRISTIAN
-118.1931396,34.1129095,CHRISTIAN
-118.2912187,33.9669635,CHRISTIAN
-118.3485359,34.0565698,BUDDHIST
-118.1067559,34.145749,MUSLIM
-118.2679811,34.0340903,CHRISTIAN
-118.2928939,34.033024,CHRISTIAN
-118.2421829,33.9313918,CHRISTIAN
-118.1180159,33.8700503,CHRISTIAN
-118.0503161,34.1263365,CHRISTIAN
-118.1526289,34.0655524,CHRISTIAN
-118.3005265,33.9420367,CHRISTIAN
-118.1593084,34.1664087,CHRISTIAN
-118.3005577,33.9523766,CHRISTIAN
-118.1472984,34.1616319,BUDDHIST
-118.1295025,33.8727622,CHRISTIAN
-118.1897402,34.0861131,CHRISTIAN
-118.1493714,34.1640446,CHRISTIAN
-118.2087144,34.0894736,BUDDHIST
-118.3021861,33.930423,CHRISTIAN
-118.3063726,34.182541,CHRISTIAN
-117.9672967,34.0818581,CHRISTIAN
-118.0455415,34.130726,CHRISTIAN
-118.0746292,34.1607757,CHRISTIAN
-118.1190676,34.105839,CHRISTIAN
-118.1773005,34.0336735,CHRISTIAN
-118.3061543,34.0342881,CHRISTIAN
-118.1249168,33.9094012,CHRISTIAN
-117.103672,33.0204586,CHRISTIAN
-117.1812724,32.8164429,CHRISTIAN
-117.2346169,33.9446048,CHRISTIAN
-117.0527845,32.7671466,CHRISTIAN
-117.9305599,33.6529275,CHRISTIAN
-117.9634794,33.7725223,CHRISTIAN
-117.2908097,33.9462292,CHRISTIAN
-117.195371,33.5695664,CHRISTIAN
-116.5361168,33.816257,CHRISTIAN
-117.251724,33.9033105,CHRISTIAN
-117.363544,33.9710051,CHRISTIAN
-117.0918113,32.6615764,BUDDHIST
-117.1570294,33.1875891,CHRISTIAN
-117.1250732,32.6837909,BUDDHIST
-117.2876253,33.6201715,CHRISTIAN
-116.5103369,33.8019007,CHRISTIAN
-117.5855872,33.8490059,CHRISTIAN
-117.8399235,33.6590606,CHRISTIAN
-117.2470799,33.1699521,CHRISTIAN
-117.9096626,33.9166996,CHRISTIAN
-117.6601181,33.5842633,CHRISTIAN
-117.1067926,32.9593664,CHRISTIAN
-117.800308,33.8577166,CHRISTIAN
-117.7925074,33.6906245,CHRISTIAN
-117.3786612,33.1972714,CHRISTIAN
-117.9708006,33.6706991,CHRISTIAN
-117.145602,32.7040993,CHRISTIAN
-117.5675802,33.874147,CHRISTIAN
-117.1297694,32.745819,CHRISTIAN
-117.1005792,32.7536769,CHRISTIAN
-117.2711701,33.91443,CHRISTIAN
-117.8349113,33.9000173,CHRISTIAN
-117.8668069,33.7504326,CHRISTIAN
-118.0290854,33.8494545,CHRISTIAN
-117.9458968,33.8844669,CHRISTIAN
-117.2464211,32.7456485,CHRISTIAN
-116.9308819,33.7299536,CHRISTIAN
-117.1774375,34.0593933,CHRISTIAN
-117.1238849,33.2954218,BUDDHIST
-117.4772103,33.9339501,CHRISTIAN
-117.1631037,33.6760182,CHRISTIAN
-117.7333801,33.6096033,CHRISTIAN
-117.5768846,34.1567737,CHRISTIAN
-117.255178,33.2127509,CHRISTIAN
-117.2541916,33.0241757,CHRISTIAN
-117.7872118,33.6860763,CHRISTIAN
-117.6420781,34.1049241,CHRISTIAN
-117.3736241,34.1142815,CHRISTIAN
-117.5137765,34.1342298,CHRISTIAN
-116.5871795,34.0429316,CHRISTIAN
-117.6906638,34.0768881,HINDU
-117.3335721,34.4685,CHRISTIAN
-117.323139,34.4317278,CHRISTIAN
-117.42674,34.0978203,CHRISTIAN
-117.4816468,34.1230787,CHRISTIAN
-117.440529,34.1031263,CHRISTIAN
-117.2181933,34.0613632,BUDDHIST
-117.1470742,32.7528575,CHRISTIAN
-117.0630513,32.9554485,CHRISTIAN
-116.9966009,34.451754,BUDDHIST
-117.3609875,34.1593516,BUDDHIST
-117.3249267,34.070033,CHRISTIAN
-117.7314773,33.996612,CHRISTIAN
-117.6831613,34.0054714,CHRISTIAN
-117.2133491,33.5719746,CHRISTIAN
-117.1081778,32.9495699,MUSLIM
-117.0354249,33.3261699,BUDDHIST
-117.4492141,33.9375199,CHRISTIAN
-116.990112,33.7489011,CHRISTIAN
-117.5870902,33.8577953,CHRISTIAN
-117.1026366,32.6773198,CHRISTIAN
-117.5015502,33.7997004,CHRISTIAN
-117.2791901,33.2109145,CHRISTIAN
-117.0730235,32.5827467,CHRISTIAN
-117.2625099,33.9621196,CHRISTIAN
-118.9552943,34.1631149,CHRISTIAN
-119.2527511,34.2730157,CHRISTIAN
-118.7036625,34.291941,CHRISTIAN
-119.1807536,34.201989,CHRISTIAN
-119.239401,34.2774988,CHRISTIAN
-119.2184705,34.260282,CHRISTIAN
-119.164317,34.2979952,CHRISTIAN
-119.0404665,34.2356833,CHRISTIAN
-119.1993715,34.1505403,CHRISTIAN
-117.7141411,34.0316144,CHRISTIAN
-118.699509,34.2782885,CHRISTIAN
-119.2769147,34.2817391,CHRISTIAN
-116.965336,32.8179829,CHRISTIAN
-117.061018,33.1068882,CHRISTIAN
-117.9581924,33.8674016,CHRISTIAN
-118.2690538,33.8993532,CHRISTIAN
-118.3944985,33.8714961,CHRISTIAN
-119.0173948,34.2427095,CHRISTIAN
-119.178914,34.1972178,MUSLIM
-117.6442388,33.6636513,CHRISTIAN
-118.8833153,34.2130521,CHRISTIAN
-119.2152156,34.2598462,BUDDHIST
-119.2977418,34.2812008,CHRISTIAN
-118.088355,33.9356617,CHRISTIAN
-119.1499889,34.2849138,CHRISTIAN
-118.4460227,34.2009073,CHRISTIAN
-119.0015819,34.2392206,CHRISTIAN
-118.808191,34.152303,CHRISTIAN
-119.036065,34.2154945,CHRISTIAN
-119.1827081,34.1551065,CHRISTIAN
-118.8699881,34.2002826,CHRISTIAN
-118.7921183,34.2626167,CHRISTIAN
-119.1592257,34.2870603,CHRISTIAN
-118.3566428,34.076377,JUDAIC
-119.168222,34.2066991,CHRISTIAN
-118.8492823,34.201056,CHRISTIAN
-118.7740081,34.264883,CHRISTIAN
-119.1840726,34.1999999,CHRISTIAN
-118.2701804,34.0514645,CHRISTIAN
-117.9674569,33.9753093,BUDDHIST
-118.202353,34.1043493,CHRISTIAN
-118.2235184,34.0722865,CHRISTIAN
-118.3201655,34.0317038,CHRISTIAN
-118.3354736,34.0330157,CHRISTIAN
-117.7489027,34.1090424,MUSLIM
-117.790023,34.0717977,MUSLIM
-118.2338774,34.1347264,CHRISTIAN
-119.7409936,34.4506462,BUDDHIST
-118.3116692,33.7888619,MUSLIM
-119.7002379,34.4225828,CHRISTIAN
-118.299814,33.9816162,CHRISTIAN
-118.1693225,33.8598871,CHRISTIAN
-118.2830206,33.9330748,CHRISTIAN
-118.1181334,34.1463975,CHRISTIAN
-117.74794,34.0617366,CHRISTIAN
-117.7403213,34.0364112,CHRISTIAN
-117.7203045,34.0712453,CHRISTIAN
-119.7057098,34.4209426,BUDDHIST
-118.0815695,33.8272044,HINDU
-119.6992955,34.4231607,CHRISTIAN
-118.2831172,33.9939983,CHRISTIAN
-118.2473437,33.9955829,CHRISTIAN
-118.2557517,34.010663,MUSLIM
-118.2545918,33.9327977,MUSLIM
-118.1527732,34.157272,CHRISTIAN
-118.2996508,34.0834044,CHRISTIAN
-118.1422577,34.1818274,CHRISTIAN
-118.1308895,34.1855991,MUSLIM
-118.0847896,33.8640635,CHRISTIAN
-118.1287614,33.8722974,CHRISTIAN
-118.3037732,34.1851438,CHRISTIAN
-118.2350989,34.0903619,CHRISTIAN
-118.2464839,33.9201992,CHRISTIAN
-118.3211527,34.0038879,CHRISTIAN
-118.3083771,34.0764791,CHRISTIAN
-118.2691578,33.9639515,CHRISTIAN
-118.2128833,34.0752679,CHRISTIAN
-118.314822,34.0262459,CHRISTIAN
-118.3044372,33.938485,CHRISTIAN
-118.2605717,34.1193463,CHRISTIAN
-118.320514,34.0254004,MUSLIM
-118.1751303,34.0384341,CHRISTIAN
-118.0002363,34.1493448,CHRISTIAN
-117.9340009,34.049796,CHRISTIAN
-118.3211118,33.8335111,CHRISTIAN
-118.2969957,33.9683206,CHRISTIAN
-118.3748181,34.0645429,CHRISTIAN
-118.2555567,34.1600622,CHRISTIAN
-118.3089416,34.0785461,CHRISTIAN
-118.3386761,34.0322354,CHRISTIAN
-118.1870543,34.0328646,CHRISTIAN
-118.2731677,34.0143709,CHRISTIAN
-118.126391,34.0620856,CHRISTIAN
-117.2700162,33.1641636,CHRISTIAN
-117.8341021,33.8380242,CHRISTIAN
-118.1079508,34.0659747,CHRISTIAN
-117.7511322,34.0636994,CHRISTIAN
-118.5633775,34.2741503,CHRISTIAN
-118.3502003,33.8085703,CHRISTIAN
-118.3040451,33.8318159,CHRISTIAN
-118.3398103,33.8781853,CHRISTIAN
-118.3664072,33.8386456,CHRISTIAN
-118.291319,33.8246489,CHRISTIAN
-118.319464,33.774052,CHRISTIAN
-117.2546069,34.1208196,CHRISTIAN
-117.061458,33.020005,CHRISTIAN
-118.3170401,33.811724,CHRISTIAN
-118.3295761,34.003882,CHRISTIAN
-120.4615838,34.6359908,CHRISTIAN
-118.2223381,33.980504,CHRISTIAN
-117.846629,34.1345804,CHRISTIAN
-118.3000418,33.9830578,CHRISTIAN
-117.7633676,34.0485756,CHRISTIAN
-117.7502997,34.0521787,MUSLIM
-117.7268101,34.0764745,BUDDHIST
-118.2759761,34.0496235,CHRISTIAN
-118.2754339,34.0395762,CHRISTIAN
-118.3758821,34.0630536,BUDDHIST
-117.3071655,34.5205719,CHRISTIAN
-117.0927342,32.9784336,CHRISTIAN
-118.1412632,34.0452982,CHRISTIAN
-117.8204206,34.0570237,MUSLIM
-118.1279827,34.0303916,CHRISTIAN
-118.4724498,34.154379,CHRISTIAN
-118.5165917,34.2844721,CHRISTIAN
-118.4855092,34.1305386,CHRISTIAN
-118.3758817,34.0630539,MUSLIM
-118.5163427,34.2785444,MUSLIM
-119.6839375,34.4193477,CHRISTIAN
-118.3516322,33.9258922,CHRISTIAN
-117.8896179,34.1241787,MUSLIM
-117.8399165,33.9773394,CHRISTIAN
-119.715285,34.4490044,BUDDHIST
-118.5944903,34.257452,HINDU
-118.1030969,33.8675186,CHRISTIAN
-118.1251512,34.0572587,BUDDHIST
-118.302302,33.8804775,BUDDHIST
-118.4092942,34.0040621,BUDDHIST
-118.1236424,34.0107561,CHRISTIAN
-118.3039873,33.744487,CHRISTIAN
-118.2859786,33.741942,CHRISTIAN
-118.2898635,33.7458038,CHRISTIAN
-118.5662807,34.2015262,CHRISTIAN
-118.3124682,33.8723254,MUSLIM
-118.344303,33.8673761,MUSLIM
-118.1310586,34.0618012,CHRISTIAN
-118.3015662,33.7381183,CHRISTIAN
-118.1136118,34.7038459,CHRISTIAN
-118.1355704,34.0239664,BUDDHIST
-118.3107783,33.7266719,CHRISTIAN
-118.2837655,33.7452358,CHRISTIAN
-118.0968839,34.0166862,CHRISTIAN
-117.7101002,34.0845198,CHRISTIAN
-118.3174853,33.8850947,CHRISTIAN
-118.0340503,34.0779763,CHRISTIAN
-118.3173468,33.9086135,CHRISTIAN
-118.6174283,34.2728895,CHRISTIAN
-120.4304328,34.9063012,CHRISTIAN
-120.4576133,34.9200654,CHRISTIAN
-120.4513709,34.9507453,CHRISTIAN
-119.8200647,34.4485366,CHRISTIAN
-118.4779124,34.4188672,CHRISTIAN
-118.2965035,33.7374787,CHRISTIAN
-118.2544303,34.1610867,CHRISTIAN
-119.74424,34.423779,CHRISTIAN
-119.7831524,34.4347859,CHRISTIAN
-120.4498063,34.6466602,CHRISTIAN
-120.4602767,34.6370901,CHRISTIAN
-119.6897986,34.4225074,CHRISTIAN
-119.8147948,34.4358021,CHRISTIAN
-117.5246624,33.8358159,CHRISTIAN
-119.6412183,34.4363622,CHRISTIAN
-120.4305013,34.9517136,CHRISTIAN
-119.8567768,34.4153437,CHRISTIAN
-120.4192764,34.867538,CHRISTIAN
-120.1170942,34.6368383,CHRISTIAN
-119.7155229,34.4304495,BUDDHIST
-117.1460321,33.5041328,CHRISTIAN
-117.8570358,34.0232889,CHRISTIAN
-117.3002042,34.1722097,CHRISTIAN
-120.4437576,34.8594037,CHRISTIAN
-116.9597455,33.7411609,CHRISTIAN
-116.962372,32.6510166,CHRISTIAN
-116.9822062,32.7572049,CHRISTIAN
-117.1531291,32.8844772,MUSLIM
-117.1069801,32.6874826,CHRISTIAN
-117.1263178,32.7482928,BUDDHIST
-116.7155652,33.7394679,BUDDHIST
-116.9580265,32.7913557,CHRISTIAN
-117.0477145,33.1473984,CHRISTIAN
-117.2316056,33.2117683,MUSLIM
-117.4275991,34.0853369,CHRISTIAN
-117.6530178,34.0560407,CHRISTIAN
-117.6695606,34.0716859,CHRISTIAN
-117.6482116,34.0565326,CHRISTIAN
-117.12415,32.8950402,HINDU
-117.0872962,32.7489003,MUSLIM
-117.2525904,33.1968267,CHRISTIAN
-117.9438611,33.8255792,CHRISTIAN
-117.3022105,33.069336,BUDDHIST
-117.1752065,32.7879803,BUDDHIST
-117.294111,33.0391391,BUDDHIST
-117.3706213,33.1870838,CHRISTIAN
-117.921944,33.8317003,CHRISTIAN
-117.9316756,33.8452665,CHRISTIAN
-117.895593,33.8468229,CHRISTIAN
-117.0933287,32.5787054,CHRISTIAN
-117.9991712,33.8594038,CHRISTIAN
-117.9112366,33.6423707,CHRISTIAN
-117.9316131,33.869997,CHRISTIAN
-117.9492289,33.7533652,BUDDHIST
-117.9448014,33.7782058,CHRISTIAN
